Calories,Protein,Fat,Carbs,User_Allergy,Milk,Peanut,Egg,Gluten,Risk
201,24,41,39,0,1,1,1,1,Moderate Risk
664,45,24,88,1,0,1,1,0,High Risk
284,31,44,19,1,0,1,0,1,High Risk
916,38,57,28,1,1,1,1,1,High Risk
306,44,12,70,0,1,0,0,0,Safe
608,21,26,50,0,1,1,1,1,Safe
653,45,47,48,1,0,1,0,1,High Risk
797,35,14,51,1,0,1,1,1,High Risk
315,15,27,106,1,0,1,1,1,High Risk
481,36,34,62,0,1,1,1,1,Safe
749,40,13,99,1,0,1,1,1,High Risk
863,16,8,43,1,1,1,1,1,High Risk
109,41,46,106,0,1,1,0,0,Moderate Risk
536,44,25,90,1,0,1,1,1,High Risk
384,19,18,23,0,0,0,0,0,Safe
311,8,56,29,1,0,0,0,0,Moderate Risk
164,6,45,97,0,1,1,0,1,Moderate Risk
643,9,48,80,0,1,1,0,0,Moderate Risk
754,11,38,115,1,1,0,0,0,High Risk
198,36,42,104,1,0,1,1,1,High Risk
140,36,8,31,1,0,1,0,1,High Risk
399,45,20,62,1,0,0,1,0,High Risk
241,18,24,74,1,1,0,1,1,High Risk
342,13,52,40,1,1,0,1,0,High Risk
924,35,55,70,1,0,1,1,0,High Risk
792,6,56,29,1,1,0,0,1,High Risk
459,15,20,37,1,0,1,0,0,High Risk
241,5,14,18,0,1,0,1,0,Safe
528,18,3,61,1,0,1,0,0,High Risk
443,44,11,20,0,0,1,1,1,Safe
974,22,1,38,1,1,0,0,0,High Risk
265,25,31,14,0,1,0,1,0,Safe
112,22,24,56,0,1,1,0,1,Safe
462,23,30,29,0,0,1,1,1,Safe
568,14,42,43,1,1,0,1,1,High Risk
747,9,60,74,0,0,0,0,0,Moderate Risk
554,50,45,91,0,1,0,1,0,Moderate Risk
210,15,50,31,0,1,1,0,0,Moderate Risk
443,46,15,70,0,0,0,0,1,Safe
585,49,18,74,1,1,1,1,0,High Risk
458,36,19,66,1,0,0,0,1,High Risk
743,25,20,11,1,0,0,1,1,High Risk
993,11,35,40,1,0,0,0,0,Moderate Risk
120,36,13,94,0,1,0,0,0,Safe
453,48,24,22,1,1,1,1,0,High Risk
368,10,52,65,0,0,0,1,0,Moderate Risk
152,12,22,80,0,1,0,1,0,Safe
648,28,55,48,1,0,1,1,0,High Risk
568,22,35,107,1,1,0,1,0,High Risk
791,33,49,78,0,0,1,1,1,Moderate Risk
942,45,19,53,1,0,0,0,1,High Risk
777,38,16,44,0,1,0,1,0,Moderate Risk
866,13,17,26,1,0,1,0,0,High Risk
334,17,8,64,1,1,0,0,0,High Risk
847,25,11,84,0,1,1,1,1,Moderate Risk
127,5,16,27,0,0,1,1,1,Safe
516,31,5,38,1,0,1,1,1,High Risk
661,37,2,72,0,0,0,0,0,Safe
532,10,17,65,0,0,1,1,1,Safe
516,17,42,101,1,1,0,0,1,High Risk
987,35,13,117,1,1,1,0,0,High Risk
621,50,30,10,0,1,0,1,0,Safe
559,41,33,29,0,0,0,1,0,Safe
441,39,19,109,0,0,1,1,1,Safe
643,45,17,21,1,1,1,1,1,High Risk
589,31,48,48,1,1,0,0,1,High Risk
755,37,33,48,1,1,0,0,0,High Risk
617,27,52,93,0,0,1,1,1,Moderate Risk
839,17,34,120,1,0,0,0,0,Moderate Risk
857,49,45,75,1,0,1,1,1,High Risk
902,26,56,39,1,0,1,1,1,High Risk
795,9,8,42,1,0,1,1,1,High Risk
994,7,46,88,0,0,1,0,0,Moderate Risk
284,26,12,93,1,0,0,0,0,Safe
519,50,1,114,1,0,0,1,0,High Risk
218,40,6,17,0,0,1,1,1,Safe
197,9,32,64,0,1,1,1,1,Safe
437,20,14,88,1,1,0,1,0,High Risk
204,38,59,66,0,1,1,0,1,Moderate Risk
285,27,41,120,0,1,1,1,1,Moderate Risk
350,18,25,91,1,0,1,0,1,High Risk
734,33,1,111,0,1,1,0,1,Moderate Risk
939,31,9,79,0,0,1,0,1,Moderate Risk
822,24,29,117,1,0,0,0,0,Moderate Risk
657,37,19,48,1,0,0,0,0,Safe
537,50,31,97,1,1,1,0,1,High Risk
283,25,53,30,0,0,0,0,1,Moderate Risk
648,27,5,73,0,0,1,0,1,Safe
488,33,7,85,1,0,1,1,0,High Risk
838,18,12,81,0,0,0,0,0,Moderate Risk
667,14,17,68,0,1,1,0,1,Safe
892,6,52,67,1,1,1,0,1,High Risk
644,6,37,76,1,0,1,1,1,High Risk
724,49,22,60,0,1,0,0,0,Moderate Risk
666,31,33,72,0,1,1,1,1,Safe
324,15,44,95,1,1,0,0,1,High Risk
428,42,39,88,1,1,1,0,0,High Risk
672,19,51,14,1,1,1,1,0,High Risk
116,44,28,50,0,1,0,1,0,Safe
952,39,14,120,1,0,0,1,1,High Risk
710,31,48,51,1,0,0,1,1,High Risk
495,13,59,110,1,0,1,1,0,High Risk
711,26,52,106,0,1,1,1,0,Moderate Risk
174,10,8,75,0,0,1,1,0,Safe
807,49,51,43,0,0,0,0,0,Moderate Risk
339,22,46,116,1,1,1,1,1,High Risk
387,15,35,73,1,1,0,0,1,High Risk
998,45,18,74,0,0,1,0,1,Moderate Risk
228,10,12,72,1,0,0,0,1,High Risk
804,26,17,91,0,1,1,1,1,Moderate Risk
411,6,31,62,0,0,0,0,1,Safe
612,43,50,87,1,0,1,0,1,High Risk
667,41,2,81,1,1,1,0,1,High Risk
772,48,24,19,0,1,1,1,0,Moderate Risk
513,21,43,37,0,1,0,0,1,Moderate Risk
511,6,31,42,0,1,1,1,1,Safe
522,42,19,48,1,1,1,0,0,High Risk
525,44,14,80,0,0,0,0,1,Safe
857,45,3,25,0,0,0,0,1,Moderate Risk
989,23,37,16,1,0,0,0,0,Moderate Risk
819,12,44,57,0,0,1,1,1,Moderate Risk
478,11,2,106,1,1,1,1,1,High Risk
214,49,10,61,0,0,0,1,1,Safe
527,7,48,13,0,1,1,1,0,Moderate Risk
357,33,44,71,1,1,1,1,0,High Risk
193,43,5,105,1,0,1,1,1,High Risk
966,14,21,38,1,1,1,0,0,High Risk
106,29,52,36,1,0,1,1,0,High Risk
784,41,11,95,0,0,0,1,1,Moderate Risk
956,26,10,38,0,1,1,0,1,Moderate Risk
300,49,7,118,0,1,0,0,1,Safe
316,34,29,45,0,0,1,0,1,Safe
236,29,34,110,0,0,1,1,1,Safe
930,14,19,72,0,1,0,1,1,Moderate Risk
579,14,33,59,0,1,1,0,0,Safe
706,7,49,91,0,0,0,1,0,Moderate Risk
746,47,33,119,0,1,1,1,0,Moderate Risk
346,45,52,24,1,1,1,1,0,High Risk
158,48,39,76,0,0,0,0,1,Safe
545,17,34,40,1,1,1,0,1,High Risk
653,34,48,38,1,1,1,1,0,High Risk
639,13,51,26,1,1,0,1,1,High Risk
130,29,38,29,1,1,0,1,0,High Risk
691,50,38,112,0,0,0,1,1,Safe
596,34,10,105,1,1,0,1,1,High Risk
378,44,35,40,1,1,0,0,0,High Risk
665,9,1,84,0,1,0,0,0,Safe
574,24,24,11,1,1,0,0,1,High Risk
742,27,4,115,0,0,1,0,0,Moderate Risk
318,28,40,83,1,1,1,0,1,High Risk
918,34,53,109,1,0,0,0,1,High Risk
909,9,11,24,1,0,0,0,1,High Risk
359,20,20,62,0,1,1,0,0,Safe
112,28,58,92,1,0,1,0,1,High Risk
327,14,10,46,1,1,1,1,1,High Risk
652,18,27,77,0,0,0,1,0,Safe
930,45,36,69,1,1,1,1,1,High Risk
110,19,57,91,1,0,0,0,1,High Risk
932,45,60,105,1,0,0,0,0,Moderate Risk
110,8,52,71,1,1,0,1,1,High Risk
972,15,7,102,1,1,0,0,1,High Risk
921,36,38,55,0,0,0,1,1,Moderate Risk
465,37,35,19,1,0,1,1,1,High Risk
987,50,48,11,0,0,1,0,1,Moderate Risk
379,48,54,109,1,1,0,1,0,High Risk
151,16,3,33,1,1,0,1,0,High Risk
606,50,48,93,0,0,1,1,0,Moderate Risk
369,6,43,114,0,1,1,1,1,Moderate Risk
649,49,33,115,0,1,1,1,0,Safe
763,21,33,42,1,1,0,0,1,High Risk
816,43,54,35,0,1,1,0,0,Moderate Risk
823,43,19,117,0,0,0,0,0,Moderate Risk
704,13,28,112,1,0,0,0,1,High Risk
596,30,53,111,1,0,1,1,0,High Risk
716,46,39,110,1,1,0,0,0,High Risk
345,37,16,73,0,0,1,0,1,Safe
275,26,51,12,0,0,1,0,1,Moderate Risk
574,30,41,62,0,0,0,1,0,Moderate Risk
901,37,15,104,1,0,0,1,0,High Risk
857,40,23,107,1,1,0,0,1,High Risk
319,7,45,76,0,1,0,1,0,Moderate Risk
379,19,33,33,1,0,0,0,0,Safe
984,37,30,20,1,0,1,1,0,High Risk
800,13,40,29,0,0,0,0,0,Moderate Risk
538,16,33,87,1,0,1,1,1,High Risk
164,40,23,73,0,1,0,0,0,Safe
232,36,47,69,0,1,1,1,0,Moderate Risk
966,41,59,104,0,0,1,1,1,Moderate Risk
333,32,42,104,1,1,1,1,1,High Risk
942,21,33,70,1,0,1,1,0,High Risk
855,21,54,101,1,0,1,1,1,High Risk
625,17,38,92,1,0,0,0,0,Safe
514,43,41,75,0,0,0,1,1,Moderate Risk
856,16,5,47,1,0,0,0,0,Moderate Risk
314,41,7,46,0,0,1,0,1,Safe
949,34,18,91,0,0,0,1,0,Moderate Risk
362,41,2,64,1,1,0,1,1,High Risk
100,28,2,99,0,1,1,0,1,Safe
917,14,53,17,0,1,0,0,1,Moderate Risk
421,21,44,17,0,0,1,1,1,Moderate Risk
749,47,38,53,0,1,1,0,1,Moderate Risk
874,22,31,66,1,0,0,0,1,High Risk
804,44,8,50,1,0,0,1,0,High Risk
413,25,14,15,1,1,0,0,1,High Risk
190,44,14,16,1,0,1,1,0,High Risk
213,8,38,79,0,1,0,1,0,Safe
885,42,3,105,0,1,0,1,0,Moderate Risk
197,28,44,68,1,1,0,1,0,High Risk
364,45,47,11,0,0,0,0,1,Moderate Risk
152,19,34,16,0,0,1,0,0,Safe
904,28,40,45,0,0,1,1,0,Moderate Risk
570,30,7,23,1,1,1,1,1,High Risk
632,37,8,15,0,1,0,1,1,Safe
580,50,49,117,0,0,0,1,0,Moderate Risk
157,41,46,24,1,0,0,0,0,Moderate Risk
591,30,22,42,0,1,0,0,0,Safe
350,6,36,69,1,1,0,1,0,High Risk
181,26,23,12,0,1,0,1,0,Safe
618,5,22,40,0,1,0,1,1,Safe
542,21,17,17,0,0,0,0,0,Safe
689,18,31,119,0,0,1,0,0,Safe
932,35,59,18,0,1,1,1,1,Moderate Risk
241,19,56,58,1,1,1,1,1,High Risk
778,25,28,31,0,0,0,0,0,Moderate Risk
125,30,25,73,1,1,1,1,0,High Risk
896,43,34,112,0,1,0,1,1,Moderate Risk
668,23,48,42,0,1,1,1,0,Moderate Risk
586,46,7,96,0,1,1,0,1,Safe
212,33,14,114,1,0,0,1,0,High Risk
174,18,27,113,0,1,0,1,1,Safe
846,38,41,84,1,1,0,1,0,High Risk
875,26,59,102,1,1,1,1,0,High Risk
430,38,33,119,0,1,1,1,0,Safe
337,32,1,80,1,1,1,1,1,High Risk
178,45,13,50,0,0,1,1,1,Safe
601,34,1,49,1,0,1,1,0,High Risk
539,37,56,86,1,0,1,1,0,High Risk
393,37,18,117,0,1,1,1,0,Safe
927,14,46,97,0,1,1,0,1,Moderate Risk
406,44,38,77,0,1,1,0,0,Safe
372,20,11,111,0,1,0,0,0,Safe
350,47,19,71,1,1,0,1,1,High Risk
526,14,54,90,0,0,0,0,0,Moderate Risk
976,18,60,112,0,1,1,0,1,Moderate Risk
149,37,29,91,0,0,1,0,0,Safe
792,23,24,120,0,0,0,0,0,Moderate Risk
155,38,5,59,0,1,0,1,1,Safe
628,19,3,82,1,1,1,1,0,High Risk
165,37,31,26,0,1,1,0,1,Safe
862,46,18,63,0,1,1,0,1,Moderate Risk
826,5,10,11,0,1,0,0,0,Moderate Risk
231,23,36,69,1,1,1,0,0,High Risk
498,16,26,84,1,1,0,0,1,High Risk
727,24,51,84,1,1,1,1,0,High Risk
293,9,49,95,0,1,0,1,1,Moderate Risk
127,5,21,39,1,1,0,0,1,High Risk
997,50,57,14,1,0,1,0,1,High Risk
304,44,2,79,1,1,1,0,0,High Risk
512,12,59,11,0,1,1,0,0,Moderate Risk
467,9,2,91,0,1,0,0,1,Safe
795,49,16,114,0,1,1,0,0,Moderate Risk
951,10,30,119,1,1,1,1,0,High Risk
235,25,24,108,0,1,0,0,1,Safe
205,42,5,11,0,1,0,1,0,Safe
314,6,53,86,0,1,0,0,1,Moderate Risk
541,24,16,103,1,1,1,0,1,High Risk
693,41,19,31,1,0,1,1,1,High Risk
871,41,47,38,1,0,1,0,0,High Risk
583,44,34,83,0,0,1,0,0,Safe
342,23,27,110,0,0,0,0,0,Safe
940,19,8,73,0,1,1,1,1,Moderate Risk
762,36,49,24,0,0,1,1,1,Moderate Risk
872,34,37,119,1,0,1,1,0,High Risk
294,49,59,29,1,1,1,1,1,High Risk
138,37,38,25,0,0,1,0,0,Safe
583,28,49,83,0,0,0,0,0,Moderate Risk
593,16,4,32,0,1,1,0,1,Safe
589,9,46,101,0,1,0,0,0,Moderate Risk
852,17,42,22,0,0,1,0,0,Moderate Risk
260,25,50,91,0,0,1,0,0,Moderate Risk
789,22,4,96,1,1,1,1,0,High Risk
902,26,29,80,1,1,0,0,1,High Risk
439,21,36,90,1,1,0,1,0,High Risk
293,50,9,25,1,0,0,1,1,High Risk
451,41,8,70,0,0,0,1,1,Safe
149,15,2,99,1,1,0,1,1,High Risk
904,42,48,89,1,0,0,0,0,Moderate Risk
790,17,48,81,0,0,0,1,1,Moderate Risk
965,26,21,12,1,1,0,1,0,High Risk
653,20,8,43,1,1,1,1,1,High Risk
187,31,28,109,0,0,1,0,1,Safe
850,39,57,51,1,0,1,1,1,High Risk
259,34,47,115,1,1,0,0,0,High Risk
298,33,16,96,1,1,0,1,0,High Risk
712,17,4,52,1,0,0,0,1,High Risk
642,45,38,28,0,0,1,1,0,Safe
670,32,39,73,1,0,1,1,0,High Risk
665,20,38,53,0,1,0,1,1,Safe
976,50,36,10,1,0,1,0,0,High Risk
397,31,23,22,1,0,1,0,1,High Risk
458,30,34,32,0,0,0,0,1,Safe
369,35,36,85,0,0,0,0,0,Safe
222,26,50,45,0,1,1,1,1,Moderate Risk
498,44,21,77,1,1,0,0,0,High Risk
241,22,33,23,0,1,1,0,0,Safe
561,34,12,113,1,0,1,1,1,High Risk
902,40,50,113,0,1,0,0,0,Moderate Risk
249,33,41,34,1,0,1,1,1,High Risk
301,21,48,53,1,0,0,1,0,High Risk
181,28,32,76,0,0,1,0,1,Safe
471,9,57,112,1,0,1,0,0,High Risk
492,33,11,71,1,0,0,0,1,High Risk
836,9,26,16,0,1,0,1,0,Moderate Risk
724,15,50,68,1,1,1,1,1,High Risk
375,15,30,35,1,0,1,1,0,High Risk
860,14,30,119,0,1,0,0,1,Moderate Risk
151,16,41,96,0,1,0,0,0,Moderate Risk
192,45,32,95,0,0,1,1,1,Safe
528,25,33,69,1,1,0,1,0,High Risk
105,43,2,44,0,0,1,0,1,Safe
963,30,21,27,1,1,1,1,0,High Risk
188,18,44,28,0,0,1,1,0,Moderate Risk
297,29,32,109,1,1,1,0,0,High Risk
201,16,47,26,1,0,1,1,1,High Risk
820,24,3,120,0,0,1,0,1,Moderate Risk
956,29,40,78,0,0,1,0,1,Moderate Risk
914,15,27,33,1,1,0,1,0,High Risk
731,23,4,55,0,1,0,1,0,Moderate Risk
905,21,47,120,1,1,1,1,0,High Risk
316,40,60,16,1,1,0,0,1,High Risk
886,16,2,116,0,0,0,1,1,Moderate Risk
903,42,15,60,1,1,0,1,1,High Risk
382,38,29,80,0,1,0,0,0,Safe
319,37,2,48,1,1,0,1,1,High Risk
312,20,23,54,1,0,0,1,0,High Risk
178,32,48,106,0,0,1,1,1,Moderate Risk
549,20,59,58,1,0,1,0,1,High Risk
459,13,33,39,0,0,1,1,0,Safe
122,5,23,25,0,1,1,0,0,Safe
433,16,39,106,0,1,0,0,1,Safe
720,7,17,111,0,1,1,0,0,Moderate Risk
705,17,30,56,0,0,1,0,1,Moderate Risk
279,15,34,63,1,0,0,1,1,High Risk
668,28,3,60,0,1,1,1,1,Safe
370,22,12,35,1,0,0,0,1,High Risk
498,18,8,50,1,1,1,1,0,High Risk
155,21,50,79,1,1,1,0,1,High Risk
866,18,54,14,0,0,0,1,1,Moderate Risk
789,7,16,110,0,0,1,0,0,Moderate Risk
229,18,39,36,0,0,0,1,1,Safe
961,20,47,48,1,0,0,0,1,High Risk
706,12,1,11,1,0,1,1,1,High Risk
386,37,1,97,1,1,0,1,0,High Risk
306,42,54,114,1,0,0,0,0,Moderate Risk
885,44,12,50,1,1,0,1,0,High Risk
493,12,19,31,0,1,1,0,1,Safe
643,46,58,58,1,1,0,0,0,High Risk
420,30,56,57,0,1,1,0,0,Moderate Risk
948,23,49,13,1,1,1,0,1,High Risk
769,13,36,51,1,1,0,1,1,High Risk
576,38,8,99,0,1,1,0,1,Safe
286,40,19,74,1,0,1,1,1,High Risk
663,43,4,14,0,0,1,0,0,Safe
309,20,10,28,1,1,0,1,0,High Risk
157,16,11,117,0,0,0,1,0,Safe
190,50,4,95,0,0,1,1,1,Safe
250,7,20,79,0,1,0,1,1,Safe
741,39,30,105,0,1,1,0,0,Moderate Risk
953,21,46,22,0,0,1,0,0,Moderate Risk
675,15,29,93,0,1,1,0,0,Safe
435,15,57,36,0,1,0,0,1,Moderate Risk
724,43,11,109,1,1,1,0,0,High Risk
618,5,30,54,1,0,0,1,1,High Risk
160,40,27,77,1,0,1,0,1,High Risk
731,10,60,35,1,0,1,0,0,High Risk
987,7,28,98,0,1,0,0,0,Moderate Risk
503,13,2,48,1,1,0,0,0,High Risk
895,23,6,39,0,0,1,0,1,Moderate Risk
178,24,33,32,0,0,0,0,0,Safe
834,8,8,59,1,0,0,1,0,High Risk
601,37,52,65,1,1,0,0,1,High Risk
156,43,25,119,0,0,1,1,1,Safe
589,45,58,78,0,1,0,0,0,Moderate Risk
512,5,49,10,1,0,1,0,0,High Risk
916,23,52,28,1,1,0,1,0,High Risk
767,33,40,62,1,0,0,0,1,High Risk
333,29,4,106,0,0,1,0,1,Safe
692,31,9,12,0,1,1,0,0,Safe
888,50,58,57,0,0,1,0,1,Moderate Risk
663,10,44,57,1,0,0,0,0,Moderate Risk
557,31,30,57,1,0,0,1,1,High Risk
593,9,15,33,1,0,1,0,1,High Risk
998,36,4,96,1,1,0,0,1,High Risk
367,26,57,57,1,0,1,1,0,High Risk
482,45,18,17,1,1,1,0,1,High Risk
882,11,10,18,1,0,1,0,0,High Risk
412,40,55,91,1,0,1,0,1,High Risk
697,24,40,98,1,1,1,1,0,High Risk
427,32,17,90,0,0,0,0,0,Safe
403,49,31,36,1,0,0,1,0,High Risk
938,12,43,64,1,1,0,1,0,High Risk
142,10,28,94,0,1,0,0,1,Safe
521,25,40,120,1,1,1,0,0,High Risk
159,37,26,67,0,1,0,0,1,Safe
122,50,58,71,1,0,0,1,0,High Risk
470,48,35,19,0,1,0,1,1,Safe
463,43,13,91,1,1,1,1,1,High Risk
985,39,40,74,1,1,1,1,0,High Risk
841,48,60,84,1,0,0,1,0,High Risk
117,21,51,63,0,0,1,0,0,Moderate Risk
499,10,40,51,0,0,1,1,0,Safe
614,45,59,67,0,1,0,1,1,Moderate Risk
887,23,24,120,0,0,0,1,1,Moderate Risk
